iter	RMSE
324	12.32213052
325	12.27776746
326	12.23519719
327	12.20545077
328	12.18921748
329	12.14796243
330	12.11919812
331	12.07712654
332	12.03548345
333	12.01521633
334	11.95419935
335	11.94791918
336	11.8886095
337	11.82442506
338	11.81943928
339	11.77421796
340	11.76829867
341	11.72634457
342	11.72155293
343	11.68533044
344	11.67172368
345	11.63106271
346	11.58776317
347	11.58140444
348	11.53298075
349	11.50515772
350	11.4603881
351	11.43699445
352	11.41170102
353	11.40522522
354	11.39990936
355	11.35838417
356	11.323284
357	11.28368163
358	11.25146946
359	11.23877784
360	11.19066833
361	11.16701622
362	11.09863849
363	11.07207589
364	11.02274594
365	11.01792645
366	10.98906333
367	10.93255702
368	10.90232485
369	10.8766768
370	10.8548044
371	10.82538267
372	10.77620162
373	10.77184007
374	10.73385108
375	10.72904597
376	10.70152213
377	10.68708355
378	10.65015838
379	10.61769093
380	10.60083719
381	10.59762566
382	10.58140633
383	10.54755116
384	10.50320716
385	10.46631669
386	10.42926192
387	10.42602474
388	10.39478651
389	10.35859459
390	10.32611173
391	10.28247245
392	10.23374492
393	10.19593025
394	10.16180654
395	10.12596551
396	10.08114607
397	10.06971628
398	10.03027888
399	10.02741043
400	10.00579548
401	9.968826437
402	9.93557401
403	9.924360478
404	9.90213834
405	9.883171287
406	9.855545593
407	9.822784249
408	9.781695022
409	9.73631724
410	9.727183266
411	9.70312045
412	9.676389947
413	9.6458147
414	9.605794896
415	9.596399536
416	9.593554053
417	9.590766855
418	9.561417673
419	9.532403291
420	9.498772331
421	9.471420349
422	9.437831999
423	9.430922987
424	9.403934441
425	9.358592541
426	9.328114252
427	9.31085994
428	9.267271512
429	9.236203586
430	9.192350751
431	9.171659714
432	9.13088793
433	9.092764023
434	9.060176788
435	9.038456908
436	9.007993948
437	8.994011706
438	8.957402513
439	8.937691515
440	8.91157103
441	8.900167822
442	8.873145484
443	8.845867516
444	8.828179069
445	8.823634584
446	8.789347764
447	8.772822208
448	8.745681224
449	8.720018629
450	8.708231146
451	8.670413529
452	8.648584412
453	8.603642181
454	8.581701432
455	8.565937726
456	8.540682023
457	8.503833032
458	8.460998517
459	8.427483354
460	8.398354802
461	8.362002134
462	8.32357164
463	8.290107204
464	8.280594544
465	8.259945891
466	8.235758899
467	8.221081339
468	8.200520466
469	8.176763633
470	8.155754163
471	8.135585507
472	8.113745194
473	8.092486574
474	8.060364418
475	8.032207507
476	8.02954425
477	8.026415818
478	7.99060693
479	7.973013176
480	7.939559661
481	7.907486818
482	7.904422115
483	7.875364613
484	7.847284002
485	7.812322078
486	7.794988231
487	7.763988611
488	7.74928681
489	7.740942417
490	7.713776964
491	7.685594454
492	7.673899709
493	7.648096132
494	7.618691511
495	7.584716425
496	7.573398246
497	7.570581602
498	7.538523704
499	7.527386473
500	7.50300944
501	7.489974634
502	7.466526784
503	7.43889743
504	7.412520203
505	7.393520506
506	7.38083801
507	7.352090227
508	7.325734243
509	7.29744447
510	7.274658727
511	7.245301118
512	7.228179489
513	7.225258489
514	7.197628258
515	7.179555055
516	7.151161811
517	7.133422226
518	7.115244599
519	7.092632351
520	7.078108485
521	7.071529119
522	7.042638756
523	7.019678124
524	6.995046438
525	6.976134476
526	6.950303829
527	6.924034899
528	6.916586669
529	6.906434389
530	6.879904168
531	6.85699089
532	6.84505917
533	6.821660039
534	6.797192038
535	6.776659454
536	6.7618847
537	6.735971725
538	6.721003286
539	6.700109808
540	6.687067336
541	6.67331828
542	6.670787917
543	6.657461166
544	6.643934795
545	6.617338585
546	6.609935133
547	6.58471334
548	6.562060141
549	6.549147853
550	6.539178846
551	6.514076276
552	6.501111204
553	6.486766887
554	6.48454482
555	6.457254959
556	6.43876721
557	6.411640654
558	6.401933062
559	6.386287999
560	6.36107922
561	6.353025784
562	6.338947376
563	6.327110657
564	6.304755643
565	6.28979562
566	6.268839897
567	6.24321246
568	6.235551578
569	6.21652845
570	6.206997716
571	6.192944506
572	6.178730045
573	6.163294827
574	6.146710528
575	6.138055532
576	6.110519743
577	6.093971467
578	6.074841921
579	6.055196923
580	6.053063941
581	6.025387344
582	6.011854304
583	5.995375349
584	5.980657899
585	5.965672046
586	5.950727436
587	5.93881417
588	5.925409008
589	5.908540466
590	5.893565577
591	5.872874758
592	5.859294303
593	5.844315073
594	5.836044749
595	5.826439035
596	5.819184773
597	5.815167369
598	5.797720407
599	5.789911986
600	5.781711927
601	5.761790824
602	5.742215753
603	5.729046552
604	5.710507565
605	5.704424799
606	5.687895179
607	5.672535244
608	5.662085945
609	5.641724889
610	5.629173753
611	5.623272714
612	5.613708548
613	5.597361572
614	5.579583933
615	5.553473027
616	5.539156708
617	5.52197453
618	5.512492621
619	5.508451233
620	5.493252716
621	5.475808517
622	5.466705259
623	5.44901872
624	5.427152451
625	5.417736776
626	5.398937827
627	5.388801321
628	5.374419362
629	5.357227177
630	5.345142443
631	5.339151752
632	5.32852598
633	5.313177482
634	5.294299958
635	5.279098839
636	5.258270411
637	5.236891639
638	5.225475099
639	5.212597193
640	5.194296071
641	5.179487479
642	5.166369805
643	5.15535817
644	5.153550928
645	5.143564257
646	5.141773627
647	5.130121983
648	5.116993564
649	5.092008206
650	5.083703337
651	5.073918967
652	5.066750061
653	5.050777625
654	5.031607484
655	5.007576596
656	4.98960792
657	4.976639164
658	4.968859271
659	4.956017683
660	4.946202129
661	4.930540963
662	4.924858933
663	4.902039208
664	4.891801336
665	4.888182397
666	4.882658538
667	4.880963166
668	4.87382571
669	4.864925496
670	4.847570444
671	4.845931839
672	4.831842558
673	4.824677034
674	4.823473009
675	4.806756651
676	4.805240928
677	4.800428909
678	4.794177006
679	4.779331003
680	4.774714753
681	4.771456782
682	4.769812169
683	4.754634718
684	4.753030218
685	4.74257938
686	4.741368294
687	4.726332783
688	4.711470607
689	4.699105958
690	4.678473927
691	4.672347293
692	4.668083453
693	4.654364369
694	4.651110506
695	4.63807064
696	4.622581532
697	4.608791084
698	4.60791312
699	4.593475519
700	4.585445082
701	4.584498683
702	4.579002811
703	4.567382412
704	4.550578407
705	4.542050955
706	4.531530107
707	4.521416854
708	4.512258273
709	4.49340575
710	4.492594854
711	4.481342643
712	4.480162863
713	4.472524052
714	4.455829301
715	4.444552123
716	4.436334962
717	4.426911768
718	4.412655579
719	4.397654053
720	4.385443084
721	4.370383796
722	4.362984728
723	4.350230989
724	4.336160085
725	4.334956773
726	4.324715407
727	4.31254928
728	4.311506
729	4.302337285
730	4.298233057
731	4.283096472
732	4.280476849
733	4.273087069
734	4.259009455
735	4.243678589
736	4.228851585
737	4.224064797
738	4.209163253
739	4.200812983
740	4.197842952
741	4.183880425
742	4.174270363
743	4.169631644
744	4.156388178
745	4.151562378
746	4.14277921
747	4.128029854
748	4.11362923
749	4.105604075
750	4.10477308
751	4.094882458
752	4.081275098
753	4.065111965
754	4.053221386
755	4.046430824
756	4.030017592
757	4.018740301
758	4.006621229
759	3.993733507
760	3.984480734
761	3.977830996
762	3.965893446
763	3.956304206
764	3.944433634
765	3.940295714
766	3.933281305
767	3.932099943
768	3.923705587
769	3.912060278
770	3.898474944
771	3.892297724
772	3.883980214
773	3.87061554
774	3.862588882
775	3.847629037
776	3.841541764
777	3.830261985
778	3.818501797
779	3.803174138
780	3.793605618
781	3.781939723
782	3.77180479
783	3.760032282
784	3.752121857
785	3.741615531
786	3.728966418
787	3.721018528
788	3.712017693
789	3.704131356
790	3.695091789
791	3.681611241
792	3.66734166
793	3.656930262
794	3.649646361
795	3.643847304
796	3.634491089
797	3.6314691
798	3.628660955
799	3.618874925
800	3.612117045
801	3.605934359
802	3.598935733
803	3.586554624
804	3.575342966
805	3.572384688
806	3.570590795
807	3.558245198
808	3.545971907
809	3.540730445
810	3.528803827
811	3.523794118
812	3.516964496
813	3.505898811
814	3.498165008
815	3.484960763
816	3.478419737
817	3.475248388
818	3.469373444
819	3.462555622
820	3.460776079
821	3.457779023
822	3.443272492
823	3.442398382
824	3.437660299
825	3.425964839
826	3.419579835
827	3.41162031
828	3.401010439
829	3.393052126
830	3.39221187
831	3.388643065
832	3.382316248
833	3.381497803
834	3.368367759
835	3.360755161
836	3.350019172
837	3.341301831
838	3.335483444
839	3.32993011
840	3.322965891
841	3.3142633
842	3.306986191
843	3.302390575
844	3.294582972
845	3.290382654
846	3.281152825
847	3.275943608
848	3.263489551
849	3.257646589
850	3.249979377
851	3.245651908
852	3.232828561
853	3.227971249
854	3.219401575
855	3.213134586
856	3.207050699
857	3.193611315
858	3.182989092
859	3.174687337
860	3.173250069
861	3.164685349
862	3.162540005
863	3.154921617
864	3.150290855
865	3.145689727
866	3.136888414
867	3.135631056
868	3.129354445
869	3.117549476
870	3.107101883
871	3.101473445
872	3.093598984
873	3.083056258
874	3.082474065
875	3.069384918
876	3.067691314
877	3.06109826
878	3.047184338
879	3.041898435
880	3.03393643
881	3.026227626
882	3.018149399
883	3.01228417
884	3.006063288
885	3.000044482
886	2.995853187
887	2.991176136
888	2.981190254
889	2.977326323
890	2.962323271
891	2.961422754
892	2.956452233
893	2.949427901
894	2.940495115
895	2.935705841
896	2.92574566
897	2.919804603
898	2.909827239
899	2.90735317
900	2.897296469
901	2.889442456
902	2.880232842
903	2.872746914
904	2.871623866
905	2.865626391
906	2.861199446
907	2.853577544
908	2.847797447
909	2.846616235
910	2.842053772
911	2.836120325
912	2.824194509
913	2.812637923
914	2.805431708
915	2.802159314
916	2.792941026
917	2.792232494
918	2.784795076
919	2.776201281
920	2.767548749
921	2.760773791
922	2.75892276
923	2.757993564
924	2.757116296
925	2.749201456
926	2.742066997
927	2.732593488
928	2.726512079
929	2.721366312
930	2.714684707
931	2.709329182
932	2.704494834
933	2.70232946
934	2.691320601
935	2.685071492
936	2.679430614
937	2.673362033
938	2.662797146
939	2.659337919
940	2.654046374
941	2.651928247
942	2.645713235
943	2.637081435
944	2.631589974
945	2.625720549
946	2.621363106
947	2.615298283
948	2.61021803
949	2.606453821
950	2.597663035
951	2.593448786
952	2.587051411
953	2.578540411
954	2.574856351
955	2.572867948
956	2.569463904
957	2.564279985
958	2.553200627
959	2.552569907
960	2.552111994
961	2.544697029
962	2.53629012
963	2.533671812
964	2.529185182
965	2.522672016
966	2.512005963
967	2.506989182
968	2.500352605
969	2.494502344
970	2.490052023
971	2.487824707
972	2.478201614
973	2.469270826
974	2.463311253
975	2.458535654
976	2.454092163
977	2.447845826
978	2.444561497
979	2.435474909
980	2.43120547
981	2.428132331
982	2.420500144
983	2.412125158
984	2.407568314
985	2.400103658
986	2.392722105
987	2.383024859
988	2.378822293
989	2.373562038
990	2.372789503
991	2.364065083
992	2.354532378
993	2.3500836
994	2.346096522
995	2.341463033
996	2.339538021
997	2.334357027
998	2.333323542
999	2.327350368
